	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
98	128	 Harry D. Leinenweber	 January 17, 1986	 President Ronald Reagan	N / A	 City Attorney, City of Joliet, Illinois (1963-1967); Special Counsel, Office of the Village Attorney, Village of Park Forest, Tilinois (1967-1974); Special Prosecutor, Office of the State’s Attomey, County of Will, Iinois (1968-1970); State Representative Harry D. Leinenweber ©’ (R-IL), Hinois General Assembly (1973-1983); Special Counsel, Village of Bolingbrook, Illinois (1975-1977); Special € Counsel, will County Forest Preserve (2007)	 District Judge, United‘ States District Court for the Northern District of Illinois (1986-2002) vos	 Associate then Partner, Dunn, Stefanich, McGarry & Kennedy (1962-1979); Partner, Dunn, Leinenweber & Dunn (1979-1986)	 Illinois State Bar Association; Illinois Trial Lawyers Association; National Conference of Commissioners: on Uniform State Laws; Will County Bar Association be 
246	129	 Helen G. Berrigan . . : Courtroom Deputy Gayiyn Lambert. 2.2... ..06.060..4. (504) 589-7686	N / A	N / A	N / A	N / A	N / A	N / A	N / A
43	130	 Helen Gillmor: :-.	 1994	 President William J. Clinton	N / A	 Deputy Public Defender, State of Hawaii (1972. 1974)	 Judge Per Diem, Hawaii District Court, Family Court, First Circuit (1977-1983); Judge Per Diem, Hawaii District Court, First Circuit (1983-1985)	 Associate, Ropes & Gray LLP (1968-1969); Attorney, El	N / A
289	131	 Henley A. Hunter	 July 31, 1987	N / A	N / A	N / A	N / A	 Attomey, Eatman & Hunter (1970-1987)	 Alexandria Bar Association; American Bar Association; American Judicature Society; Louisiana State Bar Association: National Conference of Bankruptcy Judges
345	132	 Henry Jack	N / A	N / A	N / A	N / A	N / A	 Friedman & Atherton (1976-1981); Boroff & Associates	N / A
222	133	 Henry Rupert Wilhoit, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
386	134	 Hugh W. ‘Brenneman,	 April 1, 1980 :	N / A	N / A	 Assistant United States Attorney, Western District of.	N / A	 Private Practice (1977-1980) Military Service: United States Army (1971-1974)	 The American Inns of Court; The District of Columbia Bar; Federal Bar Association; Federal Magistrate Judges . Association; Historical Society of the United States District Court for the Western District of Michigan; State Bar of Michigan
248	135	 Ivan L. R. Lemelle	 April 13, 1998	 President William J. Clinton	N / A	 Assistant District Attorney, Office of the District Attorney, State of Lonisiana (1974-1977); Assistant City Attorney, Office of the District Attorney, City of New Orleans and Orleans Parish, Louisiana (1977-1978); Assistant Attorney General, Office of the Attorney General, State of Louisiana (1980-1984)	 Judge Ad Hoc, New Orleans Municipal & City Courts (1981-1983); Magistrate Judge, United States District Court for the Eastern District of Louisiana (1984-1998)	 Attorney, Douglas, Nabonne & Wilkerson	 The Thomas More - Loyola Law School American Inn of Court, The American Inns of Court; Federal Bar Association; Federal Judges Association; Louis A. Martinet Legal Society; Louisiana State Bar Association; Judicial Council, National Bar Association
298	136	 J. Frederick Motz	 1985 :	N / A	N / A	 Assistant United States Attorney, District of Maryland,	N / A	 Associate, Venable, Baetjer and Howard, LLP (1968-1969); Partner, Venable, Baetjer and Howard, LLP (1971-1981)	 American Bar Association; American Bar : Foundation, American Bar Association; American _CoHege of Trial Lawyers; The American Law Institute; The Bar Association of Baltimore City; Maryland State Bar Association, Inc.
229	137	 J. Gregory	N / A	N / A	N / A	N / A	N / A	N / A	N / A
4	138	 J. Owen Forrester	N / A	N / A	N / A	N / A	N / A	N / A	N / A
130	139	 J. Phil Gilbert	 October 1, 1992	 President George H.W. Bush	N / A	 Special Assistant Attorney General, Public Aid Enforcement Division (1974-1975); Assistant City Attorney, City of Carbondale, lilinois (1975-1978); Member, State Board of Elections, State of Mlinois (1978-1987} ,	 Judge, Illincis Circuit Court, First Judicial Circuit (1988-1992)	 Partner, Gilbert & Gilbert (1974-1983); Partner, Gilbert, Kimmel, Huffman & Prosser (1983-1988)	 Illinois State Bar Association; Jackson County Bar Association 7
156	140	 J. Philip Klingeberder	N / A	N / A	N / A	N / A	N / A	N / A	N / A
192	141	 J. Thomas Marten	N / A	 President William J. Clinton	N / A	N / A	N / A	 Associate, Kutak Rock Cohen Campbell Garfinkle &.- Woodward (1977-1980); Attorney, Kutak Rock & Huie (1980-1985);: Associate, Bremyer & Wise PA, (1981- 1982); Shareholder, Bremyer & Wise PA, (1982-1996)	 American Bar Association; American Bar | Foundation, American Bar Association; Federal Judges Association; ‘Kansas Bar Association; Minnesota State Bar Association; Wichita Bar Association
119	142	 Jack B. Schmetterer	 May 9, 1985	N / A	N / A	 Assistant U.S. Attorney, Illinois - Northern District,	N / A	 Partner, Schmetterer & Schmetterer (1938-1963); Partner, Freeman, Schmetterer, Freeman & Salzman (1970-1971); Partner, Gottlieb & Schwartz (1973-1985) Military Service: United States Army (1956-1958)	 American Bar Association; The Decalogue Society of Lawyers; Federal Bar Association; The ohn Howard Association; Board of Directors, Just the Beginning Foundation; Lawyers Club of Chicago
126	143	 Jacqueline PR. Cox	 February 3, 2003	N / A	N / A	 Defense Attorney, Office of the Public Defender, County of Mercer, New Jersey (1976-1977); Defense Attorney, Office of the State’s Attorney, County of Cook, Illinois (1978-1984); Attorney, Law Department, City of Chicago, Illinois (1984-1988); Attorney, Law Department, Housing Authority, City of Chicago, Illinois (1988)	 Fudge, Circuit Court of Cook County, Llinois (1988-2003); Judge,	N / A	 American Bankruptcy Institute; American Bar Association; American Judicature Society; Association of Black Women Lawyers of Chicago, Inc.; The Chicago Bar Association; Chicago Council of Lawyers; Cook County Bar Association; Hlinois Judges Association; [iinois Judicial Council; [inois State Bar Association; Board of Directors, Just the Beginning Foundation; Lawyers Club of Chicago; National Bar Association; National Conference of Bankruptcy Judges; Women’s Bar Association of Thlinois , : -
296	144	 James B. Haines, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
74	145	 James B. Zagel	N / A	N / A	N / A	N / A	N / A	N / A	N / A
390	146	 James D. Gregg	 June 1, 1987	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankaipiey Court for the Western District of Michigan	 Auditor and Law Clerk, Schmier, Fealk & Ellis (1974-1977); Schmidt, Howlett, Van't Hof, Snell & Vana (1977-1983), Varnum, Riddering, Schmidt & Howlett (1983-1987) 2	 American Bankruptcy Institute; American College of Bankruptcy; Grand Rapids Bar Association; National Conference of Barkrupicy Judges; State Bar of Michigan
237	147	 James D. Moyer	 April 29, 1996	N / A	N / A	N / A	N / A	 Associate, Hogan & Hartson LLP (1974-1976); Associate and Partner, Stites & Harbison, PLLC il 976- 1996) |	 Kentucky Bar Assaciation; Louisville Bar oo Association :
30	148	 James E. Graham	 1987	N / A	N / A	N / A	N / A	N / A	N / A
180	149	 James E. Gritzner	 February 19, 2002	 President George W. Bush	N / A	 Member, Board of Parole, State of lowa (i 980-1982)	N / A	 Associate, Mosier, Thomas, Beatty, Dutton, Braun & Staack	N / A
20	150	 James E. Massey .	 November 3, 1993	N / A	N / A	N / A	N / A	 Private Practice (1969-1993)	N / A
72	151	 James F Holderman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
318	152	 James F. Schneider	 February 1, 1982	N / A	N / A	 Assistant State’s Attorney, State of Maryland (1973-1978);	N / A	 Private Practice	 American Bar Association; The Bar Association of Baltimore City; Maryland State Bar Association, Inc.
263	153	 James J. Brady	 May 29, 2000	 President William — Clinton	N / A	N / A	N / A	 Private Practice (1969-2000)	N / A
312	154	 James K. Bredar	 January 26, 1998	N / A	N / A	 Assistant US. Attorney, Colorado District, Executive Office	N / A	N / A	 Federal Bar Association; Maryland State Bar Association, Inc.’
203	155	 James P. O'Hara	 April 17, 2000	N / A	N / A	N / A	N / A	N / A	N / A
26	156	 James Randal Hail	 May 1, 2008	 President George W. Bush	N / A	N / A	N / A	 Associate, Sanders, Mottola, Haugen & Goodson	N / A
35	157	 James Randal Hall	 May 1, 2008	 President George W. Bush	N / A	N / A	N / A	 Associate, Sanders, Mottola, Haugen & Goodson	N / A
149	158	 James T. Moody	 February 24, 1982	 President Ronald Reagan .	N / A	 City Attorney, Office of the Cig Attorney, City of Laie Station, Indiana (£964-1973)	 Judge, Indiana Superior Court, Lake County (1973- 1979);	N / A	N / A
279	159	 James T. Trimble, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
161	160	 Jane Magnus-Stinson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
12	161	 Janet F King	N / A	N / A	N / A	N / A	N / A	N / A	N / A
384	162	 Janet T. Neff	 August 2007	 President George W. Bush	N / A	 Assistant City Attorney, Office of the City Attomey, City of	N / A	 VanderVeen, Freihofer & Cook ate 1978); William G. Reamon, PC (1980-1988)	 Grand Rapids Bar Association, late E Bar of Michigan
208	163	 Janice Miller Karlin |	 October 17, 2002	N / A	N / A	 Assistant U.S. Attorney, Kansas District, United es	N / A	N / A	N / A
251	164	 Jay c. Zainey	N / A	N / A	N / A	N / A	N / A	N / A	N / A
110	165	 Jeffrey Cole	N / A	N / A	N / A	N / A	N / A	N / A	N / A
391	166	 Jeffrey R. Hughes	N / A	N / A	N / A	N / A	N / A	N / A	N / A
211	167	 Jennifer B. Coffman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
212	168	 Jennifer B. Coffman,	N / A	N / A	N / A	N / A	N / A	 Attorney, Law Offices of Arthur L. Brooks (1977-1982); Attorney, Brooks, Coffman & Fitzpatrick (1982-1992); Attorney, Newberry, Hargrove & Rambicure, P.5.C, (1992-1993)	 sal County Bar Association; Kentucky Bar Association
343	169	 Jennifer C. Boal	N / A	N / A	N / A	N / A	N / A	N / A	N / A
260	170	 Jerry A. Brown	 August 27, 1992 _	N / A	N / A	N / A	N / A	 Partner, Monroe & Lemann (1963-1990); Special Partner, Bronfin & Heller (1991-1992) Military Service: United States Army (1954-1956).	 American Bar Association; Bat Association of the’ Fifth Federal Circuit; Kentucky Bar Association; Louisiana State Bar Association; New Orleans Bar Association ‘ fe,
308	171	 Jillyn K. Schulze	 October 24, 1994	N / A	N / A	 Assistant Attorney General, Office of the Attorney ‘General, United States Department of Justice (1981-1982); Counsel, Office of the Governor, State of Maryland (1991-1994)	 Chief Magistrate Judge, United States District Court for the	N / A	N / A
58	172	 Jim D. Pappas	N / A	N / A	N / A	N / A	N / A	N / A	N / A
240	173	 Joan A. Lioyd	 December 22, 1999	N / A	N / A	N / A	N / A	 Lloyd & McDaniel (1985- 1988); Wyatt, Tarrant & Combs (1988-1999)	 American Bankruptcy Institute; The District of Columbia Bar; Kentucky Bar Association; Louisville Bar Association; National Conference of Bankruptcy Judges 
77	174	 Joan B. Gottschali	 September 3, 1996	 President William J. Clinton	N / A	 Staff Attorney, United States District Court for the Northern District of Iinois (1976-1978)	 Magistrate Judge, United States District Court for the Northern District of Winois (1984-1996)	 Associate, Jenner & Block LLP (1973-1976); Associate, Jenner & Block LLP (1978-1981); Partner, Jenner & Block LLP (1981-1982); Staff Attorney, University of Chicago (1983-1984)	 American Bar eTaLR The Chicago Bar Association’ :
82	175	 Joan Humphrey Lefkow	N / A	N / A	N / A	N / A	N / A	N / A	N / A
396	176	 Joan N. Ericksen	 June 14, 2002	 President George W. Bush	N / A	 Assistant United States Attorney, District of Minnesota, Office of the United States Attorney, United States Department of Justice (1983-1993)	 Judge, Fourth Judicial District Court, Hennepin County, MN (1995-1998); Associate Justice, Minnesota Supreme Court (1998-2002)	 Associate, Lefevere, Lefler, Kennedy, O’Brien & Drawz	N / A
346	177	 Joan N. Feeney	 1992	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for	N / A	 Associate, Feeney & Freeley (1979-1982), Associate, Hanify & King, PC (1986-1988); Partner, Hanify & King, PC (1988-1992)	 American Bankruptcy Institute; Boston, Bar Association; Massachusetts Bar Association, Inc.; National Conference of Bankruptcy Judges Membership: Past Member, American Bankruptcy Institute
60	178	 Joe Billy McDade	 December 13, 1991	 President George H.W. Bush	N / A	N / A	N / A	N / A	N / A
114	179	 Joffrey T. Gilbert:	N / A	N / A	N / A	N / A	N / A	N / A	N / A
97	180	 John A. Nordberg	 May 6, 1982	N / A	N / A	 Attorney, Wilmette Park District, State of Illinois : (1958-1976); Attorney, Village of Glenview, State of Illinois (1961-1965); Attorney, Village of Morton Grove, State of Illinois (1969- +1974)	 Magistrate, [linois Circuit Court, Cook County Judicial District (1957-1962); Judge, Illinois Circuit Court, Cook County Judicial District, State of Hlinois (1976-1982)	 Associate, Pope, Ballard, Shepard & Fowle (1950- 1957): Partner, Pope, Ballard, Shepard & Fowle (1957- 1976) Military Service: United States Navy (1944-1946) Nonprofit: Arbitrator, American Arbitration Association (1970-1975)	 American Bar Association; American Judicature Society; The Chicago Bar Association; Lawyers Club of # Chicago; Legal . Club of Chicago
290	181	 John A. Woodcock, Je	 February 2009	 President George W. Bush	N / A	N / A	N / A	N / A	 The John Waldo Ballou American Inn of Couwt, The American Inns of Court .-
365	182	 John Corbett O’Meara	 October 4, 1994	 President William I. Ctinton	N / A	 Staff Assistant (D-MI), Office of Senator Philip A. Hart,	N / A	 Dickinson Wright (1962-1994)	N / A
91	183	 John E Grady	 1976	N / A	N / A	 Assistant United States Attomey, Northern District of -	N / A	 Associate, Sonnenschein, Berkson, Lautmann, Levinson &:	N / A
357	184	 John Feikens	 August 4, 2000°	 President William J. Clinton	N / A	 Investment Officer, Office of the Treasurer, County of Oakland, Michigan (1975-1976); Special Assistant Attorney General, John Feikens Senior Fudge Date of Birth: 1917 Education: Calvin Col 1938 BA; Michigan 1941 JD Began Service: December 14, 1970 Staff Appointed By: President Richard M, Nixon Staff : oo Law Clerk Leslie Scott... 2.2.2.0... cee es (313) 234-5230 Began Service: August 2010 : Nonprofit: Trustee, Albion College Term Expires: August 2012 County of Oakland, Michigan (1979-1980); Special Prosecuting Attorney, Law Clerk Gwendolyn Oftrosky..................55- (989) 894-8810 Political Affiliation: Republican E-mail: leslie_scott@mied.uscourts.gov Office of the Prosecuting ‘Attorneys County of Livingston, Michigan Term Expires: 2010 : _. ; ‘ as	 Interim Judge, United States District Court (1960-1961) Law Clerk Andrea Johnson .... 2.2.2.0 0.0.0 cece (313)'234-5230 Began Service: August 2010 Ferm Expires: August 2012 E-mail: andrea_johnson@mied.uscourts.gov Education: West Virginia 2010 JD ae Law Clerk Krystal Johnson ........ teases gg gy grin a (312) 234-5230 Began Service: 2009 Term Expires; 2010 E-mail: michael_schoeps@mied.uscourts.gov / Cese Manager Tracy Jacobs...................00000 (989) 894-8810 Court Reporter Charlene McLoughiin ....... Beene on een (989) 892-2797	 Partner, Feikens, Dice, Sweeney, & Sullivan (1942-1960); Partner, Feikens, Dice, Sweeney & Sullivan (1962-1970)	 American Bar Association; American College of Trial Lawyers; Detroit Bar Association; Federal Bar Association; State Bar Legal Practice: Partner, Lawson & Lawson (1977-1985); Partner, Lizza, Mulcahy, Casey & Lawson, PC (1985-1994); Member, Clark Hill PLC (1994-2000) © - 
233	185	 John G. Heyburn We	 1992	 President George H.W. Bush	N / A	N / A	N / A	N / A	 American Bar Association; Kentucky Bar Association; Louisville Bar Association; Louisville Bar Foundation, - Louisville Bar Association
120	186	 John H. Squires -	 January 1988	N / A	N / A	N / A	N / A	 Attorney, Brown, Hay & Stephens (1971-1988) Military Service: United States Air Force (1969) “a Courtroom Deputy/Minute Clerk Deborah Smith ....... (312) 435-5655	 American Bankruptcy Institute; Federal Bar Court Reporter Jacqueline DeFini...-..........-...-. (312) 987-9722 Association; National Conference of Bankruptey Judges; Union League Secretary Dorothy Clay ..................0000ce eee (312) 435-5654 Club. of Chicago Fax: (312) 554-8910
394	187	 John R. Tunheim	 December 29, 1995	 President William J. Clinton	N / A	N / A	N / A	N / A	N / A
294	188	 John Rich Ili	 April 2, 2008	N / A	N / A	N / A	N / A	N / A	N / A
39	189	 John S. Dalis	N / A	N / A	N / A	N / A	N / A	N / A	N / A
265	190	 John V. Parker	N / A	N / A	N / A	N / A	N / A	N / A	N / A
83	191	 John W. Darrah	 September 1, 2000	 President William J. Clinton	N / A	 Public Guardian, County of DuPage, Illinois; Public Administrator, County of DuPage, Hlinois; Attorney Advisor, Federal Trade Commission (1969-1971); Deputy Public Defender (part-time), Office of the Public Defender, County of DuPage, Hlinois (1971-1973); Assistant State’s Attorney, Office of the State’s Attorney, State of [limois (1973-1976)	 Judge, 18th Judicial Circuit Court of Illinois (1986-2000)	 Partner, Cox, Lyle & Darrah (1971-1973); Partner, Ryan &	N / A
190	192	 John Watson Lungstrum	N / A	N / A	N / A	N / A	N / A	N / A	N / A
191	193	 John Watson Lungstrum,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
147	194	 Jon E. DeGuilio	 May 20, 2010	 President Barack Obama -	N / A	N / A	N / A	N / A	N / A
176	195	 Jon S.. Scoles |	 March 2007	N / A	N / A	N / A	N / A	N / A	N / A
257	196	 Joseph C. Wilkinson,	 March 27, 1995	N / A	N / A	 Attorney/Administrative Assistant, United States District	N / A	 Private Practice (1982-1993)	 The Thomas More - Loyola Law School-American Inn of Court, The American Inns of Court; Federal Bar Association; Louisiana State Bar Association; New Orleans Bar Association
387	197	 Joseph G. Scoville	 January 27, 1988 .	N / A	N / A	N / A	N / A	 McDermott, Will & Emery (1974-1976); Warner, Norcross & Judd (1976-1988)	 Federal Bar Association; Grand Rapids Bar Association; State Bar of Michigan
235	198	 Joseph H. McKinley, Jr.	 August 25, 1995	 President William J. Clinton	N / A	 Assistant County Attorney, Office of the County Attorney, Daviess County, Kentucky; Commissioner, Kentucky Oil and Gas Commission, Commonwealth of Kentucky	 Judge, Kentucky Circuit Court, Daviess County (1992-1995) ue	 Partner, Meyer, Hutchinson, McKinley & Haines	N / A
325	199	 Joseph L. Tauro	 1972	 President Richard M. Nixon	N / A	 Assistant United States Attorney, District of Massachusetts,	N / A	 Jaffee & Tauro (1960-1971) Military Service: United States Army (1956-1958)	 American Bar Foundation, American Bar Association; Boston Bar Association; Cornell Law Assaciation; The District | , of Columbia Bar; Massachusetts Bar Association, Inc.
230	200	 Joseph M.	 May 1, 1990	 President George H/W. Bush	N / A	N / A	 Magistrate Judge, United States District Court for the Eastern	N / A	 Fayette County Bar Association, Féderal Judges Association; Kentucky Bar Association; Sixth Circuit District Judges Association
224	201	 Joseph M. Hood	 May 1, 1990	 President George H/W. Bush	N / A	N / A	 Magistrate Judge, United States District Court for the Eastern	N / A	 Fayette County Bar Association, Féderal Judges Association; Kentucky Bar Association; Sixth Circuit District Judges Association
146	202	 Joseph S. Van Bokkelen	 July 20, 2007 /	 President George W. Bush	N / A	 Deputy Attorney General, Office of the Attomey General,	N / A	 Parmer, Wilson, Donnesberger, Van Bokkelen and Reid (1975-1978); Partner, Goodman, Ball, Van Bokkelen and Leonard (1978-2001)	 American Bar Association; Calumet American _ Inns of Court; Federal Bar Association; Indiana State Bar Association
17	203	 Joyce Bihary	 September 1, 1987 an	N / A	N / A	N / A	N / A	 Attorney, Alston, Miller & Gaines (1975-1977); Attorney then Partner, Rogers & Hardin (1977-1987)	 American Bar Foundation, American Bar Association, American College of Bankruptcy; Atlanta Bar Association; The Georgia Consortium for Personal Financial Literacy; National Conference oF Bankruptcy Judges; Southeastern Bankruptcy Law Institute
32	204	 Joyce Bihary'	 September 1, £987	N / A	N / A	N / A	N / A	 Attorney, Alston, Miller & Gaines (1975-1977), Attorney then Partner, Rogers & Hardin (1977-1987)	 American Bar Foundation, American Bar Association; American College of Bankruptcy; Atlanta Bar Association; The Georgia Consortium for Personal Financial Literacy; National Conference of Bankruptcy Judges; Southeastern Bankruptcy Law Institute ,
337	205	 Judith Gail Dein	 February 2009	N / A	N / A	N / A	N / A	N / A	 Boston Bar Association; Federal Magistrate Judges Association; Massachusetts Association of Women Lawyers; Massachusetts Bar Association, Inc.; Massachusetts Bar Foundation, Massachusetts Bar Association, Inc.; Women’s Bar Association of Massachusetts
359	206	 Julian Abele Cook, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
194	207	 Julie A. Robinson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
204	208	 K. Gary Sebelius	 February 20, 2003	N / A	N / A	N / A	N / A	N / A	N / A
213	209	 Karen K. Caldwell	 November 13, 2001	 President George W. Bush	N / A	 Labor Cabinct, Commonwealth of Kentucky (1978-1979);	N / A	 Counsel, Robinson & McElwee PL.L.C. (1993-1995); Partner, Breeding, Cunningham, Dance & Cress, LLP (1995-1998), Partner, Dinsmore & Shohl LLP (1998-2001) .	 American Bar Association; Kentucky Bar Association
284	210	 Karen L. Hayes ©	N / A	N / A	N / A	N / A	N / A	N / A	N / A
201	211	 Karen M.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
259	212	 Karen Wells Roby	 February 1999	N / A	N / A	N / A	 Judge Pro Tempore, Civil District Court, Orleans Parish Division I	 Deutsch, Kerrigan (Ee es Vial, Hamilton, Koch & Knox (1998-1999) ;	 Federal Bar Association; Federal Magistrate 2 Judges Association; Louisiana State Bar Association; New Orleans Bar Association 
223	213	 Kart S. Forester	 July 27, 1988	 President Ronald Reagan	N / A	N / A	N / A	 Aforney, Eugene Goss, Esq (1966-1968); Partner, Goss & Forester (1968-1975); Partner, Forester, Forester, Buttermore & Turner (1976-1988)	 American Association for Justice; American Judicature Society; Harlan County Bar Association; Rentacky Bar Association
285	214	 Kathleen Kay —	N / A	N / A	N / A	N / A	N / A	N / A	N / A
189	215	 Kathryn Hoefer Vratil	 October 30, 1992	 President George H.W. Bush :	N / A	N / A	 Municipal Judge, City of Prairie Village (1990-1 992)	 Attorney, Lathrop & Norquist (1978- 1992) a	 American Bar Foundation, American Bar Le Association; The Earl E. O’Connor American Inn of Court, The American , Inns of Court; Association for Women Lawyers. of Kansas City; Federal Judges Association; Johnson County Bar Association; Johnsen County Bar Foundation, Johnson County Bar Association; Kansas Bar Association; «+ Kansas Bar Foundation, Kansas Bar Association; Kansas City Metropolitan Bar Association; Lawyers Association of Kansas City; National Association of Women Judges; Wyandotte County Bar Association
340	216	 Kenneth P Neiman	 January 5, 1995	N / A	N / A	N / A	N / A	N / A	 American Bar Association; The Federal Courts Law Review; Hampshire County Bar Association; Massachusetts Bar Association, Inc.; Massachusetts Bar Foundation, Massachusetts Bar ' Association, Inc.
48	217	 Kevin S. C. Chang	 December 2000	N / A	N / A	 Deputy Prosecuting Attorney, City and County of Honolutn, Hawaii (1980-1981)	 Judge, Hawaii First Siren Court (1993- 2000)	 Watanabe Ing & Kawashima (1981-1993)	 The American Inns of Court; American Judicature Society; Hawaii State Bar Association 
250	218	 Kurt D. Engelhardt	N / A	N / A	N / A	N / A	N / A	N / A	N / A
31	219	 Lamar W. Davis,	 1986	N / A	N / A	N / A	N / A	 Associate then Partner, Miller, Beckmann & Simpson (1976-1978); Partner, Miller, Simpson & Tatum (1978-1986) Military Service: National Guard (1968-1974)	 Savannah Bar Association
38	220	 Lamar W. Davis,.	 1986	N / A	N / A	N / A	N / A	 Associate then Partner, Miller, Beckmann & Simpson (1976-1978); Partner, Miller, Simpson & Tatum (1978-1986) Military Service: National Guard (1968-1974)	 Savannah Bar Association
252	221	 Lance M. Africk	 Aprii 17, 2002 oa	 President George W. Bush	N / A	 Assistant District Attorney, Career Criminal Bureau, Patish	N / A	 Associate, Normann & Normann (1976- 1977); Associate, Kierr, Gainsburgh, Benjamin, Fallon & Lewis (1980-1981): :	 Federal Bar Association; Louisiana State Bar. Association
163	222	 Larry J. McKinney	N / A	N / A	N / A	N / A	N / A	N / A	N / A
136	223	 Laura K. Grandy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
187	224	 Lee M. Jackwig	 November 3, 1986	N / A	N / A	 Assistant Attorney General, Office of the Attorney General,	N / A	N / A	 American Bankruptcy Institute; American Bar. Association; Federal Bar Association; Iowa State Bar Association; National Conference of Bankruptcy Judges; Patk County Bar Association; Polk County Women Attorneys Association
341	225	 Leo Sorokin .	N / A	N / A	N / A	N / A	N / A	N / A	N / A
47	226	 Leslie E. Kobayashi	 August 2, 1999	N / A	N / A	 Deputy Prosecuting Attorney, Prosecuting Attorney	N / A	 Associate, Fujiyama, Duffy & Fujiyama (1984-1991); Managing Partner, Fujiyama, Duffy & Fujiyama (1995-1999); Partner, Fujiyama, Duffy & Fujiyama (1991-1999)	 The American Inns of Court; American Judicature Society; Hawaii State Bar Association, Hawaii Women Lawyers
172	227	 Linda R. Reade	 November 26, 2002 Appointed By; President George W. Bush Govemment: Assistant United States Attorney, Southern District of Iowa; ” United States Attorney’s Executive Office, | United States Department of Justice (1986-1993) Judicial: Judge, Iowa District Court for Polk Com (1993-2002) Legal Practice: Law Clerk, Brown, Winick, Graves, Gross, Baskerville & Schoenebaum, PL.C. (1980-1986); Associate, Brown, Winick, Graves, Gross, Baskerville & Schoenebaum, PL.C. (1980-1981); Associate, Rosenberg and Margulies (1981-1984); Partner, Rosenberg, Rosenberg and: Reade (1984-1986) Staff : te : Law Clerk Kart A. Frye... 0.000 ce obec ie ee een (319) 286-2330 E-mail: kari_frye@iand_uscourts. gov : : ~ Education: Nebraska 2008 ID Law Clerk Megan Heneke :...2.......0.0- 0.200002. (319) 286-2330 	 President Willian J. Clinton	N / A	N / A	 Judge, Iowa District Court for Polk Com (1993-2002)	 Law Clerk, Brown, Winick, Graves, Gross, Baskerville & Schoenebaum, PL.C. (1980-1986); Associate, Brown, Winick, Graves, Gross, Baskerville & Schoenebaum, PL.C. (1980-1981); Associate, Rosenberg and Margulies (1981-1984); Partner, Rosenberg, Rosenberg and: Reade (1984-1986) Staff : te : Law Clerk Kart A. Frye... 0.000 ce obec ie ee een (319) 286-2330 E-mail: kari_frye@iand_uscourts. gov : : ~ Education: Nebraska 2008 ID Law Clerk Megan Heneke :...2.......0.0- 0.200002. (319) 286-2330 Began Service: 2009 E-mail: megan_heneke@iand.uscourts.gov : Boo Law Clerk Ryan Leemkuil.....0........0........0.-. (319) 286-2330 ’ Began Service: 2009 a Term Expires: 2010 E-mail: ryan_leemkuil@iand.uscourts. gov Pro Se Law Clerk Paul DeYoung..................... (319) 286-2337 E-mail: Paul_DeYoung@iand uscourts. gov . Court Reporter Patrice Murray .............0...0-0.. (319) 286-2324 Secretary Diane Leibold...................-..00.004. (319) 286-2330 Fall. 2010 © Leadership Directories, Inc. Judicial Yellow Book magneton ne gn i 4g ngon (319) 286-2300 United States District Court fer the Northern District of lowa 245 ambers of District Judge Mark W. Bennett 3 eden Building, 320 Sixth Street, Sioux City, [A 31102 1 ox 838, Sioux City, IA 51102-0838 aL: : (712) 333-3909 Fax: (712) 233-3913 “ena: mark_bennett@iand.uscourts.gov ark W. Bennett istrict Judge ate of Birth: 1950 : ‘Education: Gustavus Adolphus 1972 BA; Drake 1975 JD egan Service: August 26, 1994 : Appointed By: President Willian J. Clinton cademic: Visiting Professor, Criminal Justice Program, South Dakota 975 1976); Assistant Professor, Western [llinois University (1976-1977); Adjunct Professor, Law Schoai, Drake University (1981-1993); Lecturer, College of Law, The University of Iowa (1984-1985) “Judicial: Magistrate Judge, United States District Court for the Southern District of lowa (1991-1994): District Judge, United States District Court - for the Northern District of lowa (1995-2000); Chief District Judge, United States District Court for the Northern District of Iowa 	 Iowa State Bar Association; Woodbury County Bar Association
14	228	 Linda T Walker Courtroom Deputy Christina Klimenke ..............- (678) 450-2792	N / A	N / A	N / A	N / A	N / A	N / A	N / A
25	229	 Lisa Godbey Wood	N / A	N / A	N / A	N / A	N / A	N / A	N / A
295	230	 Louis H.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
256	231	 Louis Moore, Jr.	 May 1985	N / A	N / A	N / A	N / A	N / A	N / A
122	232	 Manuel Barbosa	N / A	N / A	N / A	N / A	N / A	N / A	N / A
377	233	 Marci B. Mcivor	 2003	N / A	N / A	N / A	N / A	N / A	N / A
