	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
22	103	 George C. Smith	N / A	N / A	N / A	N / A	N / A	N / A	N / A
2	104	 George J. Limberg	 November 8, 1999	N / A	N / A	 Boardman Township Trustee, County of Mahoning, Op; (1998-1999) :	 Common Pleas Judge, Mahoning County (1995-1996)	 Private Practice (1965-1995); Private Practice (1997.	 Mahoning County Bar Association; Ohio State Association
258	105	 George P. Kazen	 1979	 President Jimmy Carter	N / A	N / A	 Chief Judge, United States District Court for the Southern District of Texas (2003)	 Partner, Mann, Freed, Kazen & Hansen (1965-1979) Military Service: United States Air Force (1962-1965)	 Laredo-Webb County Bar Association; State Bar of Texas; Texas Bar Foundation, State Bar of Texas
220	106	 George W. Emerson,	 July 2006	N / A	N / A	N / A	N / A	 Partner, Stevenson and Emerson.	 Memphis Bar Association; Tennessee Bar Association | al Yellow Book © Leadership Directories, inc. Summer 2008 FEDERAL COURTS— UNITED STATES DISTRICT COURTS FEDERAL COURTS~UNITED STATES DISTRICT COURTS 472 United States District Court for the Eastern District of Texas United States District Court for the Eastern District of Texas US, Courthouse, 211 West Ferguson Street, Tyler, TX 75702 Tel: (903) 590-1000 Tel: (903) 531-9210 (PACER) Fax: (903) 590-1015 Internet: www.txed.uscourts. gov Number of Judgeships: 17 Areas Covered: Counties of Anderson, Angelina, Bowie, Camp, Cass, Cherokee, Collin, Cooke, Delta, Denton, Fannin, Franklin, Grayson, Gregg, Hardin, Harrison, Henderson, Hopkins, Houston, Jasper, Jefferson, Lamar, Liberty, Marion, Mortis, Nacogdoches, Newton, Orange, Panola, Polk, Rains, Red River, Rusk, Sabine, San Augustine, Shelby, Smith, Titus, Trinity, Tyler, Upshur, Van Zandt and Wood
270	107	 Gray Hampton Miller	N / A	N / A	N / A	N / A	N / A	N / A	N / A
42	108	 Gregory Kent Frizzell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
34	109	 Guy 8. Humphrey	N / A	N / A	N / A	N / A	N / A	N / A	N / A
197	110	 H. Bruce Guyton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
43	111	 H. Dale Cook	 1974	 President Gerald Ford	N / A	 County Attorney, State of Oklahoma (1951°1954); Assistant	N / A	 Private Practice (1950-1951}; Associate, Butter, Rinehart & Morrison (1958-1961); Partner, Rinehart, Morrison & Cook (1961-1963); Pariner, Cook & Ming; Partnér, Cook, O’Toole, Ming & Tourtelotte (1966-1968); Partner, Cook, O’Toole & Tourtelotte (1969-1970); Partner, Cook & O°’Toole (1970-1974) Military Service: United States Army Air Corps (1944-1945); United States Air Force Reserve (1945-1953)	 Oklahoma Bar Association; Tulsa County Bar Association
256	112	 H. DeWayne Haile	 November 1, 2002	N / A	N / A	N / A	N / A	N / A	 American Bar ‘Association; The Honorable ae C. Ford American Inn of Court, The American Inns of Court; Dallas ~ Bankruptcy Bar Association; Dallas Bar Association; Federal Bar Association; Louisiana State Bar Association; National Conference of Bankruptcy Judges; State Bar of Texas
193	113	 Harry S. Mattice, Jr.	 2007	N / A	N / A	 U.S. Attorney, Tennessee - Eastern District, Executive Office. Ww Clerk Michael Hooper. ....2..0. 20.0222: e eens (423) 752-5220	N / A	N / A	N / A
183	114	 Helen Elizabeth. Burris	N / A	N / A	N / A	N / A	N / A	N / A	N / A
170	115	 Henry F. Floyd	N / A	N / A	N / A	N / A	N / A	N / A	N / A
167	116	 Henry M. Herlong, Jr.	 .199%	 President George H.W. Bush	N / A	 Legislative Assistant (R-SC), Office of Senator Strom Thurmond, United States Senate (1970-1972); Assistant United States Attorney, South Carolina District, Executive Office for United States Attorneys, United States Department of Justice (1972-1976}; Deputy Civil Division Chief and Assistant U.S. Attorney, South Carolina District, Executive Office for United States Attorneys, United States Department of Justice (1983-1986)	 Magistrate Judge, United States District Court for the District of South Carolina (1986-1991)	 Partner, Coleman & Herlong (1976-1983) Military Service: United States Army Reserve, United States Department of the Army (1967-1973)	 American Bar Association; Edgefield County Bar Association; South Carolina Bar Association
118	117	 Henry S. Perkin	 March 2, 2007	N / A	N / A	 Assistant Public Defender, County of Lehigh, Pennsylvania	N / A	N / A	N / A
21	118	 Herman J. Weber	 June 5, 1980	 President Jimmy Carter	N / A	N / A		 Associate, Kasfir & Chafie (1948-1952); Associate, Benedict, Bartlett & Shepard (1952-1953); Partner, Gould & Spiegel (1954-1959); Partner, Cohen, Baron, Druffel & Hogan (1961); Partner, Cohen, Todd, Kite & Spiegel (1966-1980) Military Service: United States Marine Corps (1942-1946)	 American Bar Association; Cincinnati Bar Association; Federal Bar Association; Ohio State Bar Association cer. Law Clerk Karen Martin _....: bay pera Veeeea 614) 719-3200 Herman J. Weber Senior Judge Date of Birth: 1927 Education: Otterbein 1949 BA; Ohio State 1951 JD Began Service: 1983 Appointed By: President Ronald Reagan Govemment: Deputy Mayor, City of Fairborn, Ohio (1956-1958) Judicial: Acting Judge, Fairborn Municipal Court (1958-1961); Judge, Ohio Common Pleas Court, Greene County (1961-1982); Judge, Ohio Court of Appeals, Second District (1982-1985) Legal Practice: Partner, Weber & Hogue (1952-1961) 
267	119	 Hilda G. Tagle	 March 27, 1998	 President William J. Clinton	N / A	 Assistant City Attorney, Office of the City Attorney, Office of the City Manager, City of Corpus Christi, Texas (1977-1978); Assistant County Attorney, Office of the County Attorney, County of Nueces, Texas (1978-1980), Assistant District Attorney, Office of the District Attorney, County of Nueces, Texas (1980-1981)	 Judge, Texas District Court, 148th District, Nueces County; Judge,	N / A	N / A
286	120	 Homer Thornberry,	N / A	N / A	N / A	 Aide (D-TX), Office of Representative W. Homer Thornberry,	N / A	 Associate Partner, Hardie, Grambling, Sims & Galatzan	N / A
134	121	 J. Andrew Smyser	 une 15, 1982	N / A	N / A	 Deputy Attorney General, Commonwealth of Pennsylvania	N / A		 Dauphin County Bar Association; Pennsylvania Bar Association 
82	122	 J. Curtis Joyner. — -	 April 13, 1992	 President George H.W. Bush	N / A	 Assistant, Chief Deputy, then First Assistant District Attorney, County of Chester, Pennsylvania (1975-1987)	 Judge, Pennsylvania Court of Common Pleas, Chester County (1987-1992)	 Private Practice (1975-1987)	 Chester County Bar Association; Federal Bar Association
213	123	 J. Daniel Breen	 March 18, 2003	 President George W. Bush	N / A	N / A	 Magistrate Judge, United States District Court for the Western District of Tennessee (1991-2003)	 Partner, Waldrop, Breen, Bryant, Crews, Taylor & McLeary (1975-1991) Nonprofit: President, Tennessee Bar Association (1996-1997)	 American Bar Association; American Bar Foundation, American Bar Association; The Lincoln-Douglas American Inn of Court, The American Inns of Court; Federal Bar Association; Federal Judges Association; Memphis Bar Association, Tennessee Bar Association; Tennessee Bar Foundation FEDERAL COURTS—UNITED STATES DISTRICT COURTS
191	124	 J. Ronnie Greer Clerk Elma E. Rodgers.................... cauae - (865) 545-4224	N / A	N / A	N / A	N / A	N / A	N / A	N / A
312	125	 J. Thomas Greene	N / A	N / A	N / A	N / A	N / A	N / A	N / A
97	126	 J. William Ditter, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
68	127	 James A. Redden, Jr.	 March 24, 1980	 President Jimmy Carter	N / A	 State Representative (OR), Oregon State House of	N / A	 Roberts, Kellington & Branchfield (1956-1957); Partner, Collins, Redden, Ferris & Velure (1957-1973) © Mititary Service: United States Army (1946-1948)	 American Bar Association; American Board of Trial Advocates; Massachusetts Bar Association; Oregon Association of Defense Counsel; Oregon State Bar Association
211	128	 James D. Todd, United States District	N / A	N / A	N / A	N / A	N / A	N / A	N / A
92	129	 James Knoll Gardner ..	N / A	N / A	N / A	N / A	N / A	N / A	N / A
125	130	 James M. Munley	 March 1, 1994	 President William J. Clinton	N / A	N / A	 Member, Judicial Conference of the United States (2006); Chief Judge, United States District Court for the Middle Disdtrict of Pennsylvania	 Attorney, Dilworth, Paxson, Kalish & Kauffman (1980-1992); Partner, Elliott, Vanaskie & Riley (1992-1994)	 American Judicature Society; Federal Bar Association; Lackawanna Bar Association; Pennsylvania Bat Association James M. Munley District Judge Date of Birth: 1936 Education: Scranton 1958 BS; Temple 1967 Began Service: October 26, 1998 Appointed By: President William J.-Clinton.: ambers of District Judge John E. Jones Ill “West 3rd Street, Suite 406, Williamsport, PA 17701 70} 601-1497 Fax: (570) 601-1150 chambers_of_judge_john_e._jones@pamd_uscourts.gov E. Jones IH rict Judge of Birth: June 13, 1955 cation: Dickinson i977 BA, 1980 JD in Service: August 2, 2002 ointed By: President George W. Bush iships: Law Clerk (part-time} The Honorable Guy A. Bowe, Schuylkill ity Court of Common Pleas (2980-1984) jorate: Vice President, Secretary, Counsel and Director, Phoenix ‘ontracting Co, (1980-2002); Sole Proprietor, John Jones & Associates, (1986-2002); Director, Board of Directors, Union Bank & Trust pany (1993-2002) ijovarnment: Assistant Public Defender (part-time), Office of the Public efender, Commonwealth of Pennsylvania (1984-1995); Chairman, Liquor ontrol Board, Commonwealth of Pennsylvania (1995-2002) egal Practice: Associate, Dolbin, Cori & Jones (1980-1982); Partner, oibin, Cori & Jones (1982-1986) Clerkships: Law Clerk The Honorable Michael J. Eagen, Pennsylvania : Supreme Court (1963-1964) Corporate: Bank Director (part- time), First National Bank of Peckvilte: -
103	131	 Jan E. DuBois :	 1988	 President Ronald Reagan	N / A	 Prothonotary, County of Delaware, Pennsylvania (1972-1976)	 Judge, Pennsylvania Court of Common Pleas (1976-1987)	 Private Practice (1961-1962); Private Practice (1962-1964); Private Practice (1964-1976) Current Mem berships: American Bar Association; American Judicature Society; Delaware County Bar Association; Pennsylvania Bar Association; Pennsylvania Trial Judges Association Looe eee +. (215) 597-3084 Academic: Faculty, Academy of Advocacy, Temple University School of: Law; Faculty, Pennsylvania Bar Institute; Faculty, American. Law Institut Clerkships: Law Clerk The Honorable Harry E. Kalodner, United States: Court of Appeals for the Third Circuit (1957-1958) ‘ 	 American Bar Association; American Judicature senile Sethe KATON FOX o<ooooooccccececceceescccceee, (267) 299-7314 Society; Pennsylvania Bar Association; Philadeiphia Bar Association . Began Service: August 2007 Term Expires: August 2009 Law Clerk Vincent D. Phillips....................... (267) 299-7312 Began Service: 2006 Term Expires: August 2008 E-mail: vincent_phillips@paed.uscourts.gov Secretary Maureen Mattem..... bebe e beeen eee (215) 597-0736 ambers of Senior Judge William H. Yohn, Jr. 13 U.S. Courthouse, 601 Market Street, Philadelphia, PA 19106 (215) 597-4361 Fax: (215) 580-2161 il: Chambers_of_Judge_William_H_Yohn@paed.uscourts.gov im H. Yohn, Jr. ‘or Judge ‘of Birth: 1935 ication: Princeton 1957 BA; Yale 1960 JD an Service: September 23, 1991 ippointed By: President George H.W. Bush litical Affiliation: Republican FEDERAL COURTS—UNITED STATES DISTRICT COURTS
242	132	 Jane J. Boyle	N / A	N / A	N / A	N / A	N / A	N / A	N / A
73	133	 Janice M. Stewart agistate Tudge	 October 14, 1993	N / A	N / A	N / A	N / A	 Associate, Winston & Strawn LLP (1975-1976); Associa McEwen, Gisvold, Rankin, Carter & Streinz, LLP (1976-1981)	 Federal Bar Association; Multnomah County Bat Association; Oregon State Bar Association egan Service: February 28, 2007 Tm Expires: February 28, 2015 arcer Law Clerk Karen Gilbert ............... Lanne (541) 608-8750 E-mail: karen, _gilbert@ord.uscourts.gov Education: Cal State (Northridge) 1982 BSBA; Loyola Law 1985 ID, ateer Law Clerk Winnifred Thivel Kelerman,........ (341) 608-8750 Education: Illinois (Chicago) 1989 BA; Oregon 1992 JD
264	134	 Janis Graham Jack	 March 14, 1994	 President William J. Clinton	N / A	 Member, Board of Equalization, City of Corpus Christi, Texas	N / A	 Private Practice (1981-1994)	 American Bar Association; Federal Judges - Association; Fifth Circuit District Judges Association; Maritime Law Association of the United States; National Association of Women Judges; Philosophical Society of Texas; State Bar of Texas; Texas Bar Foundation, State Bar of Texas
248	135	 Jeff Kaplan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
154	136	 Jeffery A. Deller .	N / A	N / A	N / A	N / A	N / A	N / A	N / A
30	137	 Jeffery P. Hopkins	 1996	N / A	N / A	 Assistant United States Attorney, Southern District of Ohio,	N / A	 Associate, Squire, Sanders & Dempsey LLP (1987-3990)	 Cincinnati Bar Association; Federal Bar Association; National Conference of Bankruptcy Judges -
218	138	 Jennie D. Latta	 March 6, 1997	N / A	N / A	N / A	N / A	N / A	N / A
244	139	 Jerry Buchmeyer	 December 14, 1979	 President Jimmy Carter	N / A	N / A	N / A	 Partner, Thompson & Knight LLP (1958-1979) Military Service: United States Army (1947}	 American Bar Association; Dallas Bar Association; State Bar of Texas
53	140	 Joe Heaton	 December 13, 2001	 President George W. Bush	N / A	 Legislative Assistant (R-OK), Office of Senator Dewey F.	N / A	 Shareholder, Fuller, Tubb & Pomeroy, PC (1977-1992); Shareholder, Fuller, Tubb & Pomeroy, PC (1993-1996)	 American Bar Association; American Judicature Society; National Association of Former United States Attorneys; Oklahoma Bar Association; Oklahoma County Bar Association
185	141	 John B. Jones:	N / A	N / A	N / A	N / A	N / A	N / A	N / A
198	142	 John C, Cog	 August 1, 1987	N / A	N / A	 Assistant United States Attomey, Eastern District of Tennessee, Office of the United States Attorney, United States Departm, Justice (1978-1987) /	 Bankruptcy Judge, United States Bankruptcy Appellate Panel	N / A	 American Bankruptcy Institute; Chattanooga B Association; National Conference of Bankruptcy Judges; ‘Tennessee Bar Association
19	143	 John D. Holschuh	N / A	N / A	N / A	N / A	N / A	N / A	N / A
31	144	 John E. Hoffman, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
181	145	 John E. Waites	N / A	N / A	N / A	N / A	N / A	N / A	N / A
135	146	 John J. Thomas	N / A	N / A	N / A	N / A	N / A	N / A	N / A
230	147	 John Love	N / A	N / A	N / A	N / A	N / A	N / A	N / A
95	148	 John P. Fullam	 August 11, 1966	 President Lyndon B. Johnson	N / A	N / A	 Fudge, Pennsylvania Court of Common Pleas, Bucks County (1960-1966)	 Associate, Hugh B. Eastburn Law Office (1948-1950); Partner, Eastburn, Begley & Fullam (1950-1960) Military Service: United States Naval Reserve (1942-1946)	 The American Law Institute, Bucks County Bar Association; Pennsylvania Bar Association; Philadelphia Bar Association
106	149	 John R. Padova	N / A	N / A	N / A	N / A	N / A	N / A	N / A
107	150	 John R. Padova, United	N / A	N / A	N / A	N / A	N / A	 Marcu & Marcu (1960-1961); Partner, Solo, Bergman,	N / A
188	151	 John Simko Statf .	N / A	N / A	N / A	N / A	N / A	N / A	N / A
204	152	 John T. Nixon	 1980	 President Jimmy Carter	N / A	 City Attorney, State of Tennessee (1962-1964); Trial Attorney, Civil Rights Division, United States Department of Justice (1964-1969); Staff Attorney, Office of the Comptroller, State of Tenness (1971-1976)	 Judge, Tennessee Circuit Court (1977-1978); Judge, General Sessions Court (1978-1980)	 Private Practice (1960-1962); Private Practice (1968-1971) Private Practice (1976-1977) Military Service: United States Army (195 8)	 American Bar Association; Nashville Bar Association; Tennessee Bar Association lucation: Oberlin 1971 BA; Tennessee 1978 JID Ban Service: 1995 tt Expires: 2011 erkships; Law Clerk The Honorable Thomas A. Wiseman, Jr, United ates District Court for the Middle District of Tennessee (1978-1980); eck, United States District Court for the Middle District of Tennessee “ Practice: 
298	153	 John W. Primomo . .	N / A	N / A	N / A	N / A	N / A	N / A	N / A
166	154	 Joseph F Anderson, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
139	155	 Joy Flowers Conti	 August 30, 2002	 President George W. Bush	N / A	N / A	N / A	 Associate, Kirkpatrick & Lockhart LLP (1974-1976); Partner, Kirkpatrick & Lockhart LLP (1983-1996); Shareholder, Buchanan Ingersoll PC (1996-2002)	 Allegheny County Bar Association; American Bankruptcy Institute; American Bar Association, American Bar Foundation, American Bar Association; The Pittsburgh American Inn of Court, The American inns of Court; American Judicature Society; The American Law Institute; Federal Bar Association; National Association of Women Judges; Pennsylvania Bar Association; Pennsylvania Bar Foundation
93	156	 Juan R. Sanchez	 June 2004	 President George W. Bush	N / A	 Attorney, Office of the Public Defender, County of Chester, Pennsylvania (1983-1997)	 Judge, Court of Common Pleas, County of Chester, Pennsylvania (1998-2004)	 Attorney, Private Practice (1983-1997)	N / A
151	157	 Judith K. Fitzgerald	N / A	N / A	N / A	 Assistant United States Attorney, Western District of	N / A	N / A	 Allegheny County Bar Association; American Association for Justice; American Bankruptcy Institute; American College of Bankruptcy; Commercial Law League of America; Federal Bar Association; International Bar Association; International Women’s Insolvency & Restructuring Confederation; National Association of Chapter 13 Trustees; National Conference of Bankruptcy Clerks; National Conference of Bankruptcy Judges; Womens Bar Association of Western Pennsylvania
152	158	 Judith K. Fitzgerald,	N / A	N / A	N / A	 Assistant United States Attorney, Western District of	N / A	N / A	 Allegheny County Bar Association; American Association for Justice; American Bankruptcy Institute; American College of Bankruptcy; Commercial Law League of America; Federal Bar Association; International Bar Association; International Women’s Insolvency & Restructuring Confederation; National Association of Chapter 13 Trustees; National Conference of Bankruptcy Clerks; National Conference of Bankruptcy Judges; Womens Bar Association of Western Pennsylvania
229	159	 Judith K. Guthrie	 May 17, 1986	N / A	N / A	N / A	N / A	N / A	N / A
182	160	 Karen Elizabeth Schreier er Law Clerk Rita Allen... seen (605) 330-6640	N / A	N / A	N / A	N / A	N / A	N / A	N / A
283	161	 Karen Kennedy Browit	N / A	N / A	N / A	 Assistant Federal Public Defender, State of Texas (i 916 1982	 Magistrate Judge, United States District Court for the Souther District of Texas (1984-1990); Chief Bankruptcy Judge, United States Bankruptcy Court for the Southern District of Texas 7	 Private Practice (1982-1984)	 American Bar Association; American Judicatur® * Society; The American Law Institute; Houston Federal Bar Association; National Conference of Bankruptcy Judges; State Bar of Texas Judicial Yellow Book United States District Court for the Western District of Texas 491 of Bankruptcy Judge Karen Kennedy Brown continued ar Clerk Kris Thomas...........-.-...---05 (713) 250-3253 = W iouston 1983 JD sheryl Cody... eee e ensue eee (713) 250-5252 sbers of Bankruptcy Judge Letitia 2. Clark ab Casey U.S. Courthouse, 515 Rusk Avenue, Houston, TX 77002 3) 250- 5783 Fax: (713) 250-5825 ptey Judge Birth: 1945 ion: Rice 1967 BA; Rutgers 1970 MA; Syracuse 1973 JD Service: 1985 spires: 2012 emment: Attorney, State of Texas (1974-1976); Assistant United ‘Attorney, Southern District of Texas, Office of the United States ey; United States Department of Justice (1982-1985) ‘practice: Private Practice (1976-1982) aw Clerk Barbara Beck Hibler............... (713) 250-5783 si Law Clerk Greg Kamen...................... (713) 250-5783 jucation: Houston 1991 JD ambers of Bankruptcy Judge Richard S. Schmidt orth Shoreline Boulevard, Suite 221, Corpus. Christi, TX 78401 (361) 888-3207 Fax: (361) 888-3226 ail: richard_schmidt@txs.uscourts.gov ard S. Schmidt ankruptey Judge of Birth: 1948 ation: New Mexico State 1970 BS; Texas 1973 JD Service: July 31, 1987 Expires: July 30, 2015 jal Practice: Partner, Smitherman, Lunn, Chastain & Hill (1978) itary Service: United States Air Force (1973-1978); United States Air ¢ Reserve (1978-2005) : taff areer Law Clerk Kay B. Walker..............0000 00 (361) 888-3207 E-mail: kay_walker@txs.uscourts.gov Education: Oklahoma 1986 JD cretary Imelda Davis.......0...0... 200. - eee ee eee (361) 888-3207 hambers of Bankruptcy Judge Marvin Isgur 5-Rusk Avenue, 4th Floor, Room 4636, Courtroom 404, Ouston, TX 77002 (713) 250-5421 em Expires: January 31, 2008 hambers of Bankruptcy Judge Jeffery Bohm 7 Bob Casey U.S. Courthouse, 515 Rusk Avenue, Houston, TX 77002 I: (713) 250-5500 Hery Bohm L United States District Court for the Western District of Texas John H. Wood, Jr. Federal Courthouse, 655 East Durango Boulevard, Suite G65, San Antonio, TX 78206-1198 Tel: (210) 472-6550 Tel: (210) 472-5241 (PACER) Internet: www.txwd_uscourts. gov Number of Judgeships: 13 Azeas Covered: Counties of Andrews, Atascosa, Bandera, Bastrop, Bell, Bexar, Blanco, Bosque, Brewster, Burleson, Burnet, Caldwell, Comal, Coryell, Crane, Culberson, Diramit, Ector, Edwards, El Paso, Falls, Freestone, Frio, Gillespie, Gonzales, Guadalupe, Hamilton, Hays, Hill, Hudspeth, Jeff Davis, Karnes, Kendall, Kerr, Kimble, Kinney, Lampasas, Lee, Leon, Limestone, Llano, Loving, Martin, Mason, Maverick, : McCulloch, McLennan, Medina, Midjand, Milam, Pecos, Presidio, Real, Reeves, Robertson, San Saba, Somervell, Terrell, Travis, Upton, Uvalde, _ Val Verde, Ward, Washington, Williamson, Wilson, Winker and Zavalla
295	162	 Kathleen Cardone :	N / A	N / A	N / A	N / A	N / A	N / A	N / A
212	163	 Keith M. Lundin	" May 25, 1982 Term Expires: May 24, 2014 Academie: Adjunct Professor, Vanderbilt University (1979); Faculty, Federal Judicial Center (1983); Adjunct Faculty, Emory University School of Law (1989) Summer 2008 © Leadership Directories, inc. Dyer, Fayette, Gibson, Hardeman, Hardin, Haywood, Henderson, Henry, Lake, Lauderdale, Madison, McNairy, Obion, Perry, Shelby, Tipton and Court Staff Clerk of Court Thomas M. Gould ................... Deputy-in-Charge - Jackson Sonya Pettigrew .......... 111 8. Highland Ave., Rm. 262, Jackson, TN 3830] Federal Public Defender Steve Shankman............. (901) 544-387"" Chief Probation Officer Anna B. Wells................ (901} 495-140 Surt for the ‘Western District.of Tennessee (2001-2007) gal Practice: Waldrop, Farmer, Todd & Breen, PA (1972-1983) Curent Memberships: Federal Bar Association; Federal Judges’ Ssociation; Jackson-Madison County Bar Association aw Clerk Rayna Bomar........ 2.0.0.0... 2 eee e eee ee (734) 421-9222 -Enmail: rayna_bomar@tnwd uscourts,gov : Fisting Memphis State JD ; ‘ : tw Clerk Lois Cruze... 0.0 cc cece cece reat e ee eeee (734) 421-9222 E-mail: lois_cruze@twd_uscourts.gov Education; Tennessee JD retary Jackie Logue ............... 00.0.0. eee eee (731) 421-9222, Fax: (901) §44-4355. Fax: (901) 495-145 Lite eeeeeeee (901) 495-155 Fax: (901) 495- 19 "	 President George W. Bush	N / A	 Legal Counsel, Office of the Governor, State of Tennessee: i	N / A	N / A	N / A
268	164	 Keith Paty Ellison	 August 2, 1999	N / A	N / A	N / A	N / A	 Associate then Partner, Conner & Winters (1978-1984); Partner, Mayor, Day, Caldwell & Keeton, L.L.P. (£985-1986); Parmer;. Baker and Botts (1986-1994); Of Counsel, Caddell & Conwell (1994-1996); Sole Practitioner, Law Office of Keith P. Ellison (1996-19	 Yale Law School Association; American Bankruptcy Institute; The American Law Institute; Association of Ameni Rhodes Scholars; Council on Foreign Relations; Board of Directors, Federal: Bar Association; Houston Bar Association; State Bar of Texas
261	165	 Kenneth M. Hoyt	N / A	N / A	N / A	N / A	N / A	N / A	N / A
143	166	 Kim R. Gibson’	N / A	N / A	N / A	N / A	N / A	N / A	N / A
38	167	 Kimberly E. West	 March 15, 2002 ‘	N / A	N / A	N / A	 Judge, Workers’ Compensation Court (1990-1996)	N / A	N / A
117	168	 L. Felipe Restrepo	 June 2006	N / A	N / A	N / A	N / A	N / A	N / A
299	169	 L. Stuart Platt	 September 1996	N / A	N / A	 Assistant United States “Attorney, United States Attorney:	N / A	 Private Practice (1977-1980) : . ° sors tacos enone nin dati	 Federal Magistrate Judges Association; San egal Practice: IVaIS.E RAGS. Srey Antonio Bar Association; State Bar of Texas Military Service: United States Army Reserve, United States Departraen the Army 
32	170	 Lawrence S. Walter	N / A	N / A	N / A	N / A	N / A	N / A	N / A
55	171	 Lee R. West	 November 5, 1979	 President Jimmy Carter	N / A	 Member, Civil Aeronautics Board (1973-1978)	 Judge, Okiahoma District Court, 22nd Judicial District (1965-1973); Special Fustice, Oklahoma Supreme Court and Court of. Criminal Appeals (1973)	 Partner, Busby, Stanfield, Deaton & West (1956-1961); Partner, Deaton, Gassaway & West (1963-1965), Hall, Estill, Hardwick, Gable, Collingsworth & Nelson (1978-1979) d Military Service: United States Marine Corps (1952-1956)	 American Bar Association; Oklahoma Bar Association, Pontotoc County Bar Association
293	172	 Lee Yeakel	 July 31, 2003	 President George W. Bush	N / A	 Member, National Conference of Commissioners on Uni	N / A	 Private Practice (1969-1998) Military Service: United States Marine Corps (1968-1970)	 American Bar Association; The American Linj Institute; State Bar of Texas; Travis County Bar Association
88	173	 Legrome D. Davis	 May 3, 2002	 President George W. Bush	N / A	 Assistant District Attorney, Office of the District Attorney,	N / A	N / A	N / A
309	174	 Leif M. Clark	 1987	N / A	N / A	N / A	N / A	 Partner, Cox & Smith, Inc (1980-1987)	 American Bankruptcy Institute; American Bar Association; American College of Bankruptcy; Commercial Law League of America; National Bankruptcy Conference; National Conference of Bankruptcy Judges Number of Judgeships: 5
161	175	 Lincoln D. Almond	N / A	N / A	N / A	N / A	N / A	N / A	N / A
114	176	 Linda K. Caracappa	N / A	N / A	N / A	N / A	N / A	N / A	N / A
149	177	 Lisa PR. Lenihan |	 April 2, 2004	N / A	N / A	N / A	N / A	 Associate, Dickie, McCamey & Chilcote (1983-198	N / A
98	178	 Louis H. Pollak .	N / A	N / A	N / A	N / A	N / A	N / A	N / A
104	179	 Lowell A, Reed, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
119	180	 Lynn A. Sitarski	 October 29, 2007	N / A	N / A	N / A	N / A	N / A	N / A
260	181	 Lynn Nettleton Hughes	 December 17, 1985	 President Ronald Reagan	N / A	N / A	 Judge, 165th Judicial District of Texas (1979-1980); Judge, 189th Judicial District of Texas (1981-1985)	 Private Practice (1966-1972); Partner, Howard & Hughes (1973-1979)	 The American Law Institute; American Society for Legal History; Council on Foreign Relations; State Bar of Texas
69	182	 Malcolm K Marsh	 April 16, 1987 :	 President Ronald Reagan	N / A	N / A	N / A	 Partner, Clark, Marsh, Lindauer & McClinton (1958-1987) Military Service: United States Army (1946-1947)	 American Bar Association; American College of Trial Lawyers; Oregon State Bar Association
128	183	 Malcolm Muir	 November 6, 1970	 President Richard M. Nixon	N / A	N / A	N / A	 Sole Practitioner (1938-1945); Partner, Furst, McCormick, Muir & Lynn (1949-1968); Sole Practitioner (1968-1970) Military Service: United States Navy (1942-1945)	 American Bar Association; American College of Trust and Estate Counsel; American Judicature Society; Federal Bar Association; Lycoming Law Association; Pennsylvania Bar Association; Pennsylvania Bar Institute
225	184	 Marcia Ann Cain Crone	 October 3, 2003	 President George W. Bush	N / A	N / A	N / A	N / A	 The American Inns of Court; The District of Columbia Bar Association; Federal Judges Association; Jefferson County Bar Association; State Bar of Texas; Texas Bar Foundation, State Bar of Texas
208	185	 Marian F Harrison,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
4	186	 Marilyn	N / A	N / A	N / A	N / A	N / A	N / A	N / A
24	187	 Mark R. Abel	 May 1, 1971	N / A	N / A	N / A	N / A	N / A	 Columbus Bar Association; Federal Bar Association; Ohio State Bar Association
100	188	 Marvin Katz	 August 1983	 President Ronald Reagan	N / A	 Assistant to the Commissioners, Internal Revenue Service,	N / A	 Private Practice (1954-1977); Mesiroy, Gelman, Jaffe,	N / A
10	189	 Mary	N / A	N / A	N / A	N / A	N / A	N / A	N / A
85	190	 Mary A. McLaughiin	 May 31, 2000	 President William J. Clinton	N / A	 Assistant United States Attorney, District of Columbia,	N / A	 Associate, Arnold & Porter LLP (1977-1980); Associits	N / A
8	191	 Mary Ann Whipple -	N / A	N / A	N / A	N / A	N / A	N / A	N / A
136	192	 Mary D. France	 March 3, 2003	N / A	N / A	N / A	N / A	N / A	N / A
235	193	 Mary Lou Robinson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
