	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
334	118	 Harwell G. Davis Ill	 March 19, 1998	N / A	N / A	N / A	N / A	N / A	N / A
149	119	 Helene Nita White	 August 12, 2008	 President George W. Bush	N / A	N / A	 Judge, Detroit Court of Common Pleas (1981); Judge, Michigan	N / A	 American Bar Association; American Judicature Society; Detroit Bar Association; Michigan Judges Association; National Association of Women Judges; Pennsylvania Bar Association; State Bar of Michigan; Women Lawyers Association of Michigan
46	120	 Henry Jack Boroff	N / A	N / A	N / A	N / A	N / A	N / A	N / A
313	121	 Ira DeMent	 April 15, 1992	 President George H.W, Bush	N / A	 Assistant United States Attorney, Middle District of Alabama, United States Department of Justice (1959-1961); Instructor, U.S. Army Infantry School (1962-1963); Police and Fire Departments ~ Assistant City Attorney, Office of the City Attorney, City and County of Montgomery, Alabama (1965-1969); Special Assistant Attorney General, Office of the Attorney General, United States Department of Justice (1966-1969); United States Attorney, Middle District of Alabama, United States Department of Justice (1969-1977)	 Judge, Wake Island Court of Appeais (1985)	 Partner, Whitesell & DeMent; Partner, Whitesel!, Alton & DeMent (1962-1965), Partner, DeMent & Wise (1982-1987) Military Service: Major General (Retired), United States Army (1953-1974)	 Alabama State Bar; American Bar Association; The District of Columbia Bar; Federal Bar Association; Montgomery County Bar Association
231	122	 J. Clifford Wallace	N / A	N / A	N / A	N / A	N / A	N / A	N / A
328	123	 J. Foy Guin, Jr.	 1973	 President Richard M. Nixen	N / A	N / A	N / A	 Senior Partner, Guin, Guin, Bouldin & Porch (1948-1973) n Military Service: United States Army (1943-1946) . walls	 Alabama Law Institute; American Judicature Society; The American Law Institute, Farrah Order of Jurisprudence; Feder. Bar Association; Jefferson County Bar Association; Farrah Law Alumni -: Society, University of Alabama System; World Peace Through Law Center i Clerk (Vacant)... 20... 6 2 ee eee ee (256) 236-4170 ary/Courtroom Deputy Sharon Lawley........... (205) 278-1860 Hugo L. Black U.S. Courthouse, 1729 Fifth Fax: (205) 278-1865 ye. N., Birmingham, AL 35203 :
100	124	 J. Harvie Wilkinson II	N / A	N / A	N / A	N / A	N / A	N / A	N / A
284	125	 J. L. Edmondson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
48	126	 J. Michael	N / A	N / A	N / A	N / A	N / A	N / A	N / A
47	127	 J. Michael Deasy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
134	128	 Jacques L. Wiener, Jr.	 May 25, 1990	 President George H.W. Bush	N / A	N / A	N / A	N / A	 American Bar Association; American Bar Foundation, American Bar Association; American College of Trust and Estate Counsel; The American Law Institute; The International Academy of Estate and Trust Law; Louisiana State Bar Association; Louisiana Bar Foundation, Louisiana State Bar Association; Shreveport Bar Association
110	129	 James A. Wynn, Jr.	N / A	 President Barack Obama	N / A	 Assistant Appellate Defender, State of North Carolina 1983-1934) ,	 Judge, North Carolina Court of Appeals (1990-1998); Associate “Justice, North Carolina Supreme Court (1998)	 Fitch, Wynn & Associates (1984-1990) Nonprofit: Director, American Judicature Society	 American Judicature Society; National Bar Association, Naval Reserve Judge Advocate Association; Bench Bar Liaison Committee, North Carolina Bar Association; North Carolina State Bar; State * Bar of Wisconsin ‘
35	130	 James B.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
184	131	 James B. Loken	N / A	N / A	N / A	N / A	N / A	N / A	N / A
293	132	 James C. Hill	 May 1976	 President Gerald Ford	N / A	N / A	 Judge, United States District Court for the Northern District of Georgia (1974-1976)	 Attorney, Gambrell, Russell, Kallorin & Forbes (1948-1963); Partner, Hurt, Hill & Richardson (1963-1974) Military Service: United States Army Air Corps (1943-1945)	 American Bar Association; American Bar Foundation, American Bar Association; American College of Trial Lawyers; American Judicature Society; The American Law Institute; Lawyers Club of Atlanta, Inc.; State Bar of Georgia; Worid Association of Judges
129	133	 James E. Graves, Jr.	 February 17, 2011	 President Barack Obama	N / A	N / A	N / A	N / A	N / A
330	134	 James Hughes Hancock	 1973 a	 President Richard M, Nixon : Staff	N / A	N / A	N / A	 Partner, Balch, Bingham, Baker, Hawthorne, Ward & Williams (1957-1973) Military Service: United States Army (1953-1955)	 American Bar Association; Birmingham Bar Association
120	135	 James L. Dennis	 October 2, 1995	 President William J, Clinton	N / A	 State Representative James Dennis (R-LA), Louisiana State-: House of Representatives (1968-1972)	 Judge, Louisiana District Court, Fourth Judicial District (1972-1974); Judge, Louisiana Court of Appeal, Second Circuit (1974-1975); Justice, Supreme Court of Louisiana (1975-1995)	 Private Practice (1962-1972) Military Service: United States Army ( 1955-1957)	 American Bar Association; Federal Bar Association; Louisiana State Bar Association
229	136	 James R. Browning	N / A	N / A	N / A	N / A	N / A	N / A	N / A
150	137	 Jane Branstetter Stranch	 October 1, 2010	 President Barack Obama	N / A	N / A	 District Judge, United States District Court for the Eastern District “of Michigan (1967-1977)		 American Bar Association; Nashville Bar Association; Nashvilie Bar Foundation, Nashville Bar Association; Tennessee Bar Association 
98	138	 Jane R. Roth	 fuly 22, 1991	 President Ronald Reagan	N / A	 Administrative Assistant and Clerk, United States Department of State (1 956-1962}	 District Judge, United States District Court for the District of - Delaware (1985-1991); Circuit Judge, United States Court of Appeals for the Third Circuit (1991-2006)	 Attorney, Richards, Layton & Finger, RA. (1965-1985)	 Delaware State Bar Association, Delaware State Bar Association; Federal Judges Association — , 
281	139	 Janice Miller Karlin	N / A	N / A	N / A	N / A	N / A	N / A	N / A
303	140	 Janice Rogers Brown	 July 1, 2005	 President George W. Bush	N / A	 Deputy Legislative Counsel, Legislative Counsel Office, State of California (1977-1979); Deputy Attorney General, State of California (1979-1987); Deputy Secretary, Business, Transportation and Housing Agency, State of California (1987-1990); Legal Affairs Secretary, Governor Pete Wilson (R-CA), Office of the Governor, State of California {1991-1994}	 Associate Justice, California Court of Appeal, Third District (1994-1996); Associate Justice, California Supreme Court (1996-2005)	 Senior Associate, Nielson, Merksamer, Hodgson, Parinello & Mueller (1990-1991)	 California Judges Association; The Federalist Society for Law and Public Policy Studies
222	141	 Jay S. Bybee	 March 28, 2003	 President George W. Bush	N / A	 U.S. Attorney, Office of Legal Policy, United States	N / A	N / A	N / A
31	142	 Jeffrey R. Howard	 May 3, 2002	 President George W. Bush	N / A	N / A	N / A	 Partner, Choate, Hall & Stewart LLP (1997-2000); Of	N / A
144	143	 Jeffrey S. Sutton	N / A	 President George W. Bush	N / A	 State Solicitor, State of Ohio (1995-1998)	N / A	 Associate, Jones, Day, Reavis & Pogue (1992-1995); Partner, Jones, Day, Reavis & Pogue (1998-2003)	 Columbus Bar Association Membership: Past Member, Federal Bar Association
124	144	 Jennifer Walker Elrod	N / A	N / A	N / A	N / A	N / A	N / A	N / A
263	145	 Jerome A. Holmes	 August 2006	 President George W. Bush	N / A	 Assistant U.S, Attorney, Criminal Division, Oklahoma- ,	N / A	 Chair, Diversity Committee, Crowe & Dunlevy	 Oklahoma Bar Association
235	146	 Jerome Farris	 October 16, 1979	 President Jimmy Carter	N / A	N / A	N / A	 Partner, Farris, Bangs & Horowitz (1965-1969) Military Service: United States Army (1952-1953}	 American Bar Foundation, American Bar Association; Senior Lawyers Division, American Bar Association; King County Bar Association
116	147	 Jerry E. Smith	N / A	N / A	N / A	N / A	N / A	N / A	N / A
204	148	 Jerry W.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
249	149	 Jim D.	N / A	N / A	N / A	N / A	N / A	N / A	 National Conference of Bankruptcy Judges
21	150	 Jimmie V. Reyna	N / A	N / A	N / A	N / A	N / A	N / A	N / A
45	151	 Joan N. Feeney	 1992	N / A	N / A	N / A	N / A	 Associate, Feeney & Freeley (1979-1982); Associate, Hanify & King, PC (1986-1988); Partner, Hanify & King, PC (1988-1992)	 American Bankruptcy Institute; Boston Bar Association; Massachusetts Bar Association, Inc.; National Conference of Bankruptcy Judges
167	152	 Joel M. Flaum	 June 1, 1983	 President Ronald Reagan	N / A	 Assistant to the Solicitor General, Office of the Solicitor General, United States Department of Justice (1974-1977); Deputy Solicitor General, United States Department of Tustice (1978-1979) rm Circuit Judge °Date of Birth: 1936 Education: Union Col (NY) 1958 BA; Northwestern 1963 JD, 1964 LLM © Began Service: June 1, 1983 Appointed By: President Ronald Reagan Academic: Lecturer, Northwestern University School of Law (1967-1969); ‘Lecturer, College of Law, DePaul University (1987-1988), Adjunct : Professor, Northwestern University School of Law (1993-2000) ‘	 Judge, United States District Court for the Northern District of Illinois (1975-1983); Chief Judge, United States Court of Appeals for the Seventh Circuit (2000-2006)	 Associate, Schimberg, Greenberger, Kraus & Jacobs	N / A
268	153	 John C. Porfilio	N / A	N / A	N / A	N / A	N / A	N / A	N / A
174	154	 John Daniel Tinder	 December 21, 2007	 President George W. Bush	N / A	 Bail Commissioner, Municipal Court, Marion County, Indiana (1975); Assistant United States Attorney, Southern District of Indiana, United States Department of Justice (1975-1977); Public Defender, Criminal Court, Marion County, Indiana (1977-1978); Chief Trial Deputy, Office of the Prosecutor, Marion County, Indiana (1979-1982); United States Attorney, Southern District of Indiana, United States Department of Fustice (1984-1987)	 District Judge, United States District Court for the Southern District of Indiana (1987-2007) ‘	 Attorney, Tinder & Tinder (1977-1982); Harrison & Moberly (1982-1984) : Nonprofit: Board Member, Bloomington Board of Parks and Recreation (1972-1973)	 American Bar Association; Federal Bar Association; The Seventh Circuit Bar Association, Federal Bar Association; Indianapolis Bar Association
133	155	 John Duhé Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
335	156	 John E. Ott	 April 6, 1998	N / A	N / A	 Assistant United States Attorney, United States Attorney’s	N / A	N / A	 The Birmingham American Inn of Court; Alabama State Bar; Birmmgham Bar Association; The Florida Bar Statf Career Law Clerk Kelly P Lowery.................... (205) 278-1923 E-mail: Kelly_Lowery@alnd.uscourts.gav . Education: Cumberland 2601 JD United States Bankruptcy Court for the Northern District of Alabama Robert 8. Vance Federal Building, 1800 Fitth Avenue North, Birmingham, AL 35203-2111 Tel: (205) 714-4000 Tel: (877) 466-0795 ((Toll Free)) Fax: (205) 714-3941 Internet: www.alnb.uscourts.gov Number of Judgeships: 6
0	157	 John G. Roberts, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
179	158	 John L. Coffey	 1982	 President Ronald Reagan	N / A	 Assistant City Attorney, City of Milwaukee, Wisconsin (1949-1954) .	 Judge, Milwaukee County Civil Court (1954-1960); Judge,	N / A	 American Bar Foundation, American Bar Association; Federal Bar Association; The Seventh Circuit Bar Association, Federal Bar Association; IHinois State Bar Association; State Bar of Wisconsin
75	159	 John M. Walker, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
194	160	 John R. Gibson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
241	161	 John T. Noonan, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
220	162	 Johnnie B. Rawlinson	 July 21, 2000	 President William J. Clinton	N / A	 Deputy District Attorney, County of Clark, Nevada (1980-1989); Chief Deputy District Attorney, County of Clark, Nevada (7989-1995); Assistant District Attorney, County of Clark, Nevada (1995-1998)	 District Judge, United States District Court for the District of	N / A	N / A
69	163	 Jon 0. Newman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
90	164	 Joseph A. Greenaway, .Jr.	 February 12, 2010	 President Barack Obama	N / A	N / A	N / A	N / A	 American Bar Association, Columbia College Black Alumni Council; Garden State Bar Association; National Bar Association
53	165	 José A. Cabranes	 August 12, 1994	 President William J. Clinton	N / A	 Consultant, Commission on Local Government Efficiency and Competitiveness, State of New York (1971); Special Counsel, Governor Rafael Hernandez Colén (PDP-PR), Commonwealth of Puerto Rico (1973-1975); Head, Office of the Commonwealth of Puerto Rico (1973-1975); Commissioner, President’s Commission on Mental Heaith, Executive Office of the President, Hmmy Carter Administration (1977-1978); Delegate, Conference on Security and Cooperation in Europe (1977-1978); Consultant to the Secretary, United States Department of State (1978); Commissioner, President’s Commission on White House Fellowships, Executive Office of the President, William J. Clinton Administration (1993-1996)	 District Judge, United States District Court for the District of Connecticut (1979-1994); Chief Judge, United States District Court for the District of Connecticut (1992-1994)	 Casey, Lane & Mittendorf (1967-1971)	 American Academy of Arts and Sciences; American Bar Foundation, American Bar Association; Connecticut Bar Association; Hispanic National Bar Association
300	166	 Judith W. Rogers	N / A	N / A	N / A	N / A	N / A	N / A	N / A
143	167	 Julia Smith Gibbons	 August 2, 2002	 President George W. Bush	N / A	 Deputy Counsel and Legal Advisor, Governor Lamar Alexander (R-TN), State of Tennessee (1979-19815	 Judge, Tennessee Circuit Court, 15th Judicial Cireuit (1981-1983); Judge, Judicial Panel on Multidistrict Litigation; Judge, United States District Court for the Western District of Tennessee (1983-2002); Chief Judge, United States District Court for the Western District of Tennessee (1994-2000) ,	 Associate, Farris, Hancock, Gilman, Branan & Lanier (1976-1979)	 Association of Women Attorneys; Memphis Bar Association; Rotary Club of Memphis, Rotary International, Inc.; Tennessee Women’s Forum 
85	168	 Julio M. Fuentes	 May 15, 2000	 President William J. Clinton	N / A		 Municipal Judge (part time), Newark Municipal Court (1978-1981); Judge, Newark Municipal Court (1981-1987); Judge, New Jersey Superior Court (1987-2000)	 Associate, Miller, Hochman, Meyerson & Schaeffer (1975-1977); Partner, Fuentes, Plant & Velazquez (1977-1981) Military Service: First Lieutenant, United States Army (1966-1969); United States Army Reserve, United States Department of the Army (1969-1972)	" American Bar Association; Essex County Bar Association; National Hispanic Bar Association; New Jersey Hispanic Bar Association; New Jersey State Bar Association ‘ Law Clerk Tess Bridgeman.................. veeeees (302) 573-6500 bee eeeee (302) 573-6500 beveueas (302) 573-6500 beceveaes (302) 573-6500 vleeeaes (302) 573-6500 United States Court of Appeals for the Third Circuit 27 ambers of Circuit Judge Julio M. Fuentes continued o : Basic Bryan D. Fields.......0.. 0.0 ccc ceca (973) 645-3831 y an Service: September 2010 erm Expires: September 2011 mail! bryen_fields@ca3 uscourts.gov ducation: Pennsylvania 2609 JD Law Clerk Margarita K. O‘Donnell................... (973) 645-3831 “Began Service: September 2010 Term Expires: September 2011 “gemail: margarita_odonnell@ca3 uscourts, gov “Bducation: NYU JD caw Clerk Noah Popp..... ie B84 EEG WNERR REE EREEROe (973) 645-3831 Began Service: September 201 “term Expires: September 2011 “fiducation: Harvard 2007 JD Law Clerk Sarah E. Trombley.............-.....0005 (973) 645-3831 “Began Service: September 2010 “Term Expires: September 2011 ° B-mail: sarah_trombley@ca3.uscourts.gov ’ Bducation: NYU JD adicial Assistant Susan A. Weingartner.............. (973) 645-3831 hambers of Circuit Judge D. Brooks Smith “Allegheny Professional Center, 1798 Old Route 226 North, © Suite 203, Duncansville, PA 16635 ai: (814) 693-0570 Fax: (814) 693-0575 “Dp, Brooks Smith Circuit Judge “Date of Birth: 1951 “Education: Franklin & Marshall 1973 BA; Dickinson Law 1976 JD Began Service: September 23, 2002 “Appointed By: President George W. Bush ""Government: Assistant District Attormey (part-time), Office of the District ‘Attorney, County of Blair, Pennsylvania (1981-1984); District Attorney : (part-time}, Commonwealth of Pennsylvania (1983-1984) Judicial: Judge, Pennsylvania Court of Common Pleas, County of Blair, : Pennsylvania (1984-1988); Judge, United States District Court for the Western District of Pennsylvania (1988-2002); Chief Judge, United States District Court for the Western District of Pennsylvania (2001-2002) ’ Legal Practice: Associate, Jubelirer, Carothers, Krier, Halpern & Smith (1976-1979); Partner, Jubelirer, Carothers, Krier, Halpern & Smith (1980-1984) "
299	169	 Karen LeCraft Henderson	 Tuly 11, 1990	 President George H.-W. Bush	N / A	 Assistant Attommey General, Office of the Attorney General, State of South Carolina (1973-1978); Senior Assistant Attorney General and Director, Special Litigation Section, Office of the Attorney General, State of South Carolina (1978-1982); Deputy Attorney.General and Director, Criminal Division, Office of the Attorney General, State of South Carolina (1982) :	 Judge, United States District Court for the District of South Carolina (1986-1990)	 Partner, Wright & Henderson (1969-1970); Sinkler, Gibbs & Simons, PA (1983-1986)	 American Bar Association; The Federal American Inn of Court, The American Inns of Court; American Judicature Society; The American Law Institute; Federal Judges Association; North Carolina Bar Association; South Carolina Bar; The Supreme Court Historical Society
140	170	 Karen Nelson Moore	 March 29, 1995	 President William J. Clinton	N / A	N / A	N / A	 Associate, Jones, Day, Reavis & Pogue (1975-1977) |	 The American Law Institute
322	171	 Karon 0. Bowdre	 November §, 2001	 President George W, Bush	N / A	N / A	N / A	 Associate, Rives & Peterson (1982-1986); Partner, Rives &	N / A
20	172	 Kathleen M. 0’ Malley,	N / A	N / A	N / A	N / A	N / A	 Associate, Jones, Day, Reavis & Pogue (1982-1984), Partner, Porter, Wright, Morris & Arthur (1985-1991)	 American Bar Association; The Judge Anthony J. Celebrezze Inn of Court, The American Inns of Court, Federal Bar Association; Ohio State Bar Association
19	173	 Kathleen M. O'Malley	 December 27, 2016	 President Barack Obama	N / A	N / A	N / A	N / A	N / A
180	174	 Kenneth F Ripple	 June 16, 1985	 President Ronald Reagan	N / A	 Legal Officer, Supreme Court of the United States	N / A	N / A	 American Bar Association; The American Law Institute; Federal Bar Association; The New York State Bar Association; The Supreme Court Historical Society
88	175	 Kent A. Jordan	 December 2006	 President George W. Bush	N / A	 Assistant US. Attorney, Delaware District, United States Department of Justice (1987-1992)	 District Fudge, United States District Court District of Delaware {2002-2006}	 Associate, Potter Anderson. & Corroon LLP (1985-1987); Associate, Morris, James, Hitchens & Williams LLP (1992-1993); Partner, Morris, James, Hitchens & Williams LLP (1993-1997)	 The American Law Institute
187	176	 Kermit Edward Bye	 Aprii 22, 2000	 President William J. Clinton	N / A	 North Dakota Deputy Securities Commissioner and Special	N / A	 Partner, Member and Stockholder, Vogel, Weir, Bye, Hunke & McCormick, Ltd. (1968-2000)	 American Bar Association; American Bar Foundation, American Bar Association; American Judicature Society; Federal Judges Association; State Bar Association of North Dakota
30	177	 Kermit V. Lipez	 July 1, 1998 ,	 President William J. Clinton	N / A	N / A	N / A	N / A	N / A
18	178	 Kimberly Ann Moore	N / A	N / A	N / A	N / A	N / A	N / A	N / A
324	179	 L. Scott Coogler	N / A	N / A	N / A	N / A	N / A	N / A	N / A
305	180	 Laurence H. Silberman	 November 1, 1985 : Appomted By: President Ronald Reagan © Affiliation: Distinguished Visitor from the Judiciary, The Law Center, Georgetown University Academie: Adjunct Professor, The Law Center, Georgetown University (1987-1994); Adjunct Professor, School of Law, New York University (1995-1996); Adjunct Professor, Harvard Law School (1998); Adjunct Professor, The Law Center, Georgetown University (1999-2001); Adjunct Professor, The Law Center, Georgetown University (2002-2005) Corporate: Executive Vice President of Strategic Planning, Legal and Government Affairs, Crocker National Bank (1979-1983) Government: Attorney, Appellate Court Branch, Office of the General Counsel, National Labor Refations Beard (1967-1969); Solicitor, Office of the Solicitor, United States Department of Labor (1969-1970); Under Secretary, United States Department of Labor, Richard M. Nixon Administration (1970-1973); Deputy Attorney General, United States Depariment of Justice, Gerald Ford Administration (1974-1975), . Ambassador, Embassy of the United States, Yugoslavia, United States Department of State, Gerald Ford Administration (1975-1977); President's Special Envoy on ILO Affairs, Executive Office of the President (1976) Legal Practice: Partner, Moore, Silberman & Schulze (and predecessor firms) (1961-1967), Attorney, Steptoe & Johnson LLP (1973-1974); Attorney, Morrison & Foerster LLP (1978-1979}; Attorney, Morrison & Foerster LLP (1983-1985) Military Service: United States Army Reserve, United States Department of Defense (1957-1958) Nonprofit: Senior Fellow, American Enterprise Institute for Public Policy Research (1977-1978) Current Memberships: Hawaii State Bar Association Staff ; Law Clerk David Riskin..........00...0..002-20 000008 (202) 216-7353 	 President George W. Bush	N / A	 Attorney, Appellate Court Branch, Office of the General	N / A	 Partner, Moore, Silberman & Schulze (and predecessor firms) (1961-1967), Attorney, Steptoe & Johnson LLP (1973-1974); Attorney, Morrison & Foerster LLP (1978-1979}; Attorney, Morrison & Foerster LLP (1983-1985) Military Service: United States Army Reserve, United States Department of Defense (1957-1958) Nonprofit: Senior Fellow, American Enterprise Institute for Public Policy Research (1977-1978)	 Hawaii State Bar Association Staff ; Law Clerk David Riskin..........00...0..002-20 000008 (202) 216-7353 Began Service: 2010 Term Expires: 2011 Education: Harvard 2008 JD E-mail: brett_kavanaugh@cade.uscourts.gov Secretary Lisa Eimsel............0.0 0.000 c eee eee eee (202) 216-7353 Brett M. Kavanaugh Circuit Judge Education: Yale 1987 BA, 1990 JD Began Service: May 30, 2006 Appointed By: President George W. Bush Clerkships: Law Clerk, Senior Judge Walter K. Stapleton, United States Court of Appeals for the Third Circuit (1990-1991); Law Clerk, Circuit Judge Alex Kozinski, United States Court of Appeals for the Ninth Circuit (1991-1992); Law Clerk, Associate Justice Anthony M. Kennedy, Supreme Court of the United States (1993-1994) Government: Attorney, Office of the Solicitor, United States Department of Justice (1992-1993); Associate Counsel, Office of Independent Counsel (1994-1997); Senior Associate Counsel to the President, Executive Office of the President (2001-2004); Assistant to the President and Staff
189	181	 Lavenski R. Smith	 July 19, 2002	N / A	N / A	 Regulatory Liaison, Office of the Governor, State of Arkansas . (1996-1997); Chairman, Public Service Commission, State of Arkansas (1997-1999)	 Associate Justice, Arkansas Supreme Court (1999-2000}	N / A	N / A
93	182	 Leonard f. Garth	N / A	N / A	N / A	N / A	N / A	N / A	N / A
126	183	 Leslie Southwick	N / A	N / A	N / A	N / A	N / A	N / A	N / A
37	184	 Louis H. Kornreich	N / A	N / A	N / A	N / A	N / A	N / A	N / A
214	185	 M. Margaret McKeown	 May 28, 1998	 President William J. Clinton	N / A	 White House Fellow, Executive Office of the President,	N / A	 Associate then Partner, Perkins Coie, Washington, DC (1975-1998)	 American Bar Association; American Bar Foundation, American Bar Association; American Intellectual Property Law. Association; The American Law Institute; King County Bar Association; Washington State Bar Association; Washington Women Lawyers
159	186	 Marci B. Mclvor	N / A	N / A	N / A	N / A	N / A	N / A	N / A
163	187	 Marilyn Shea-Stonum	N / A	N / A	N / A	N / A	N / A	N / A	N / A
82	188	 Marjorie O. Rendell	 November 21, 1997	 President William J. Clinton	N / A	N / A	 Judge, United States District Court for the Eastern District of Pennsylvania (1994-1997): Chaiz, US Judicial Conference Committee on the Administration of the Bankruptcy System; Member, Third Circuit Judicial Council Executive Committee	 Associate then Partner, Duane, Morris & Heckscher	N / A
309	189	 Mark E. Fuller	 December 2, 2002	 President George W. Bush	N / A	 Chief Assistant District Attorney, 12th Judicial Circuit, State	N / A	 Associate, Cassady, Fuller & Marsh (1985-1986); Partner,	N / A
219	190	 Marsha S. Berzon	 March 21, 2000	 President William J. Clinton	N / A	N / A	 Of Counsel, Altshuler & Berzon (1978-1990)	 Associate, Woll & Mayer (1975-1977); Partner, Altsiniler, Berzon, Nussbaum, Berzon & Rubin (1990-2000)	 American Bar Foundation, American Bar Association; American Judicature Society; The American Law Institute; The District of Columbia Bar; Federal Bar Association; Federal Bar Association; National Association of Women Judges; State Bar of California
257	191	 Mary Beck Briscoe		 President William J. Clinton	N / A	 Attorney-Examiner, Financial Division, Interstate Comme, Commission (1973-1974); Assistant United States Attorney, District of : Kansas, United States Department of Justice (1974-1984) ,	 Judge, Kansas Court of Appeals (1984-1990), Chief Judge, Kansas Court of Appeals (1990-1995)	 Researcher, Harold L. Haun, Attorney (1973) pambers of Circuit Judge Carlos F Lucero a White U.S. Courthouse, 1823 Stout Street, Denver, CO 80257 YF 93) 844-2200 Fax: (303) 844-2201 “mail: Carlos_F_Lucero@cal 0.uscouris.gov arios Ff Lucero srouit Judge ate of Birth: 1940 ducation: Adams State 1961 BA; George Washington 1964 JD ean Service: July 22, 1995 ppointed By: President William J. Clinton plitical Affiliation: Democrat jerkships: Law Clerk The Honorable William E. Doyle, United States District Court for the District of Colorado (1964-1965) Government: Staff Assistant, Subcommittee on Administrative Practice and Procedure, Comunittee on the Judiciary, United States Senate (1963-1964) 	 American College of Trial Lawyers; International Academy of Trial Lawyers; International Society of Barristers 
227	192	 Mary H. Murguia	N / A	N / A	N / A	N / A	N / A	N / A	N / A
228	193	 Mary H. Murguia,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
206	194	 Mary M. Schroeder	 October 1979	 President Jimmy Carter	N / A	 Trial Attorney, Civil Division, United States Department of Justice (1965-1969); Member, Fudicial Conference of the United States (2000-2007)	 Judge, Arizona Court of Appeals (1975-1979), Chief Judge, United States Court of Appeals for the Ninth Circuit (2000-2007)	 Associate, Lewis and Roca LLP (1971-1973); Partner, Lewis and Roca LLP (1973-1975) :	 American Bar Association; American Judicature Society; The American Law Institute; Arizona Women Lawyers Association; The District of Columbia Bar; Federal Bar Association; Illinois State Bar Association; National Association of Women Judges; National Association of Women Lawyers; State Bar of Arizona
83	195	 Maryanne Trump Barry	 September 13, 1999	N / A	N / A	 United States Attorney, District of New Jersey, United States Department of Justice (1974-1983)	 District Judge, United States District Court for the District of New	N / A	 American Bar Foundation, American Bar Association; American Judicature Society; Association of the Federal Bar of New Jersey; New Jersey State Bar Association; The New York State Bar Association
252	196	 Meredith A. Jury	N / A	N / A	N / A	N / A	N / A	N / A	N / A
302	197	 Merrick B. Garland	 April 9, 1997	 President William J. Clinton	N / A	 Special Assistant to the Attorney General, United States :	N / A	 Associate then Partner, Arnold & Porter (1981-1989):	N / A
87	198	 Michael A. Chagares	 April 24, 2006	N / A	N / A	 Assistant U.S. Attorney, District of New Jersey, U.S.	N / A	 Private Practice (2004-2006)	N / A
29	199	 Michael Boudin	 May 26, 1992	 President George H.W. Bush	N / A	 Deputy Assistant for Attorney General for Regulatory Affairs, Antitrust Division, Office of the Attorney General, United States Department of Justice (1987-1989); Deputy Assistant Attorney General for Antitrust Policy and Legislation, Antitrust Division, Office of the Attorney General, United States Department of Justice (1989-1990)	 Judge, United States District Court for the District of Columbia (1990-1992)	 Attorney, Covington & Burting LLP (1966-1987)	 American Bar Association; The American Law Institute; The District of Columbia Bar; The New York State Bar Association
246	200	 Michael Daly Hawking	 1994	 President William J Clinton	N / A	 United States Attorney, District of Arizona, United State	N / A	 Daughton Feinstein & Wilson (1973-1976); Hofman Saleitg & Stevens (1976-1977); Dushoff & Sacks (1980-1986); Partner, Daughton: Hawkins & Bacon (1986-1988); Attorney, Bryan Cave LLP (1988-199) Partner, Daughton Hawkins Brokelman Guinan & Patterson (1992-1994) Military Service: Captain, Special Court Military Judge, United States” Marine Corps (1970-1973)	 The Horace Rumpole American Inn of Court)... Federal Bar Association; Maricopa County Bar Association; National Association of Former United States Attorneys; State Bar of Arizona
282	201	 Michael E. Romero |	 March 30, 2009	N / A	N / A	N / A	N / A	 Associate, Holland & Hart LLP (1980-1983);	N / A
188	202	 Michael J. Meiloy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
259	203	 Michael R. Murphy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
169	204	 Michael S. Kanne	 May 20, 1987	 President Ronald Reagan	N / A	 City Attorney, Office of the City Attorney, City of Rensselaer, Indiana (1972) :	 Judge, Indiana Circuit Court, 30th Judicial Circuit (1972-1982); Judge, United States District Court for the Northern District of Indiana (1982-1987)	 Associate, Nesbitt & Fisher (1968-1971); Sole Practitioner (1971-1972) Military Service: United States Air Force (1962-1965)	 Federal Bar Association; Indiana State Bar Association; Jasper County Bar Association :
225	205	 Milan D. Smith Jr.	 June 2006	 President George W. Bush	N / A	 President, Governing Board of the Los Angeles State ~~.	N / A	 Associate Attorney, O’Melveny & Myers LLP (1969-1975	N / A
267	206	 Monroe G. McKay	 December 1, 1977	 President Jimmy Carter	N / A	 Country Director, Malawi, Africa, Peace Corps (1966-1968)	N / A	 Associate, Lewis and Roca LLP (1961-1966); Partner, Lewis and Roca LLP (1968-1974) Military Service: United States Marine Corps (1946-1948)	 State Bar of Arizona
198	207	 Morris S. Amold	 1992	 President George H.W. Bush	N / A	N / A	N / A	 Amold & Arnold (1968)	N / A
95	208	 Morton I. Greenberg	N / A	N / A	N / A	N / A	N / A	N / A	N / A
